MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2000,ACURA,1.6EL,COMPACT,1.6,4,A4,X,10.5,8,9.4,30,216
2000,ACURA,1.6EL,COMPACT,1.6,4,M5,X,9.8,7.8,8.9,32,205
2000,ACURA,3.2TL,MID-SIZE,3.2,6,AS5,Z,13.7,8.8,11.5,25,265
2000,ACURA,3.5RL,MID-SIZE,3.5,6,A4,Z,15,10.9,13.1,22,301
2000,ACURA,INTEGRA,SUBCOMPACT,1.8,4,A4,X,11.4,8.3,10,28,230
2000,ACURA,INTEGRA,SUBCOMPACT,1.8,4,M5,X,10.6,8.1,9.5,30,219
2000,ACURA,INTEGRA GSR/TYPE R,SUBCOMPACT,1.8,4,M5,Z,10.8,8.3,9.7,29,223
2000,ACURA,NSX,SUBCOMPACT,3,6,AS4,Z,15.2,10.9,13.3,21,306
2000,ACURA,NSX,SUBCOMPACT,3.2,6,M6,Z,15.4,10.7,13.3,21,306
2000,AUDI,A4,COMPACT,1.8,4,A5,Z,12.9,8.6,10.9,26,251
2000,AUDI,A4,COMPACT,1.8,4,M5,Z,11.1,8.1,9.7,29,223
2000,AUDI,A4,COMPACT,2.8,6,A5,Z,14.6,9.7,12.4,23,285
2000,AUDI,A4,COMPACT,2.8,6,M5,Z,13.2,8.9,11.3,25,260
2000,AUDI,A4 QUATTRO,COMPACT,1.8,4,A5,Z,13.6,9.1,11.6,24,267
2000,AUDI,A4 QUATTRO,COMPACT,1.8,4,M5,Z,12.1,8.9,10.7,26,246
2000,AUDI,A4 QUATTRO,COMPACT,2.8,6,A5,Z,14.9,10.1,12.7,22,292
2000,AUDI,A4 QUATTRO,COMPACT,2.8,6,M5,Z,14.3,10.3,12.5,23,288
